;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210207-0103-e91.fits.fz  59252.865463264  59252.865698010  5450  5.6469e-14  3.2657e-16
cpt0m407-kb84-20210208-0099-e91.fits.fz  59253.873788670  59253.874023473  5450  5.0540e-14  2.9637e-16
cpt0m407-kb84-20210209-0092-e91.fits.fz  59254.858236702  59254.858471517  5450  4.8547e-14  2.9352e-16
cpt0m407-kb84-20210210-0101-e91.fits.fz  59255.855070822  59255.855305591  5450  5.8104e-14  3.3389e-16
lsc0m409-kb29-20210211-0123-e91.fits.fz  59257.135767431  59257.136002269  5450  5.6082e-14  4.7673e-16
cpt0m407-kb84-20210212-0063-e91.fits.fz  59257.849598218  59257.849832952  5450  5.3369e-14  2.0398e-15
cpt0m407-kb84-20210213-0126-e91.fits.fz  59258.846862281  59258.847097049  5450  5.4222e-14  3.4444e-16
cpt0m407-kb84-20210214-0111-e91.fits.fz  59259.844087744  59259.844324005  5450  5.0741e-14  3.6108e-16
cpt0m407-kb84-20210215-0128-e91.fits.fz  59260.841512304  59260.841748542  5450  5.9546e-14  4.0028e-16
cpt0m407-kb84-20210216-0124-e91.fits.fz  59261.840381401  59261.840616123  5450  6.3069e-14  3.5819e-16
coj0m405-kb88-20210307-0085-e91.fits.fz  59280.447856343  59280.448206864  5450  5.1643e-14  2.3215e-16
coj0m405-kb88-20210308-0035-e91.fits.fz  59281.478743288  59281.479093774  5450  5.3346e-14  7.2950e-16
lsc0m409-kb29-20210310-0116-e91.fits.fz  59284.064488728  59284.064839318  5450  4.6013e-14  2.6735e-16
lsc0m409-kb29-20210314-0118-e91.fits.fz  59288.054084433  59288.054434908  5450  5.3029e-14  3.2325e-16
coj0m403-kb24-20210417-0067-e91.fits.fz  59321.359063415  59321.359297605  5450  5.4550e-14  4.6832e-16
coj0m403-kb24-20210418-0065-e91.fits.fz  59322.359274121  59322.359508311  5450  5.4895e-14  2.2516e-16
coj0m403-kb24-20210419-0065-e91.fits.fz  59323.357609191  59323.357843461  5450  4.8953e-14  2.0623e-16
coj0m405-kb88-20210420-0073-e91.fits.fz  59324.362772454  59324.363007234  5450  5.4780e-14  2.7005e-15
coj0m403-kb24-20210421-0065-e91.fits.fz  59325.355779028  59325.356013195  5450  5.3253e-14  2.2222e-16
coj0m403-kb24-20210422-0065-e91.fits.fz  59326.355100880  59326.355335105  5450  5.7835e-14  2.3253e-16
coj0m403-kb24-20210423-0052-e91.fits.fz  59327.361298658  59327.361532871  5450  5.4783e-14  2.2311e-16
coj0m405-kb88-20210424-0070-e91.fits.fz  59328.357502813  59328.357737558  5450  5.1805e-14  2.4674e-16
coj0m405-kb88-20210425-0096-e91.fits.fz  59329.384271702  59329.384506482  5450  5.0595e-14  2.5641e-16
coj0m405-kb88-20210426-0071-e91.fits.fz  59330.361324225  59330.361559040  5450  6.0429e-14  2.5193e-16
coj0m403-kb24-20210427-0065-e91.fits.fz  59331.354351401  59331.354585591  5450  4.8865e-14  2.2536e-16
lsc0m409-kb29-20210427-0165-e91.fits.fz  59332.156998010  59332.157232825  5450  5.7030e-14  4.4520e-16
coj0m403-kb24-20210429-0072-e91.fits.fz  59333.399498797  59333.399732941  5450  5.5920e-14  2.7008e-16
coj0m403-kb24-20210429-0152-e91.fits.fz  59333.604386031  59333.604620267  5450  5.1934e-14  2.5036e-16
coj0m403-kb24-20210429-0154-e91.fits.fz  59333.610531436  59333.610765602  5450  5.0061e-14  2.3575e-16
coj0m403-kb24-20210429-0156-e91.fits.fz  59333.620943600  59333.621177813  5450  4.9995e-14  2.3578e-16
coj0m403-kb24-20210429-0161-e91.fits.fz  59333.631453646  59333.631687813  5450  5.1818e-14  2.4870e-16
cpt0m407-kb84-20210429-0038-e91.fits.fz  59333.737050649  59333.737285406  5450  5.1099e-14  8.4340e-16
cpt0m407-kb84-20210429-0040-e91.fits.fz  59333.743163658  59333.743398392  5450  5.3381e-14  8.1346e-16
cpt0m407-kb84-20210429-0046-e91.fits.fz  59333.753700325  59333.753935093  5450  5.4349e-14  6.3530e-16
cpt0m407-kb84-20210429-0049-e91.fits.fz  59333.764056019  59333.764290788  5450  5.4157e-14  7.5213e-16
cpt0m407-kb84-20210429-0051-e91.fits.fz  59333.774423866  59333.774658623  5450  5.5274e-14  5.3034e-16
cpt0m407-kb84-20210501-0096-e91.fits.fz  59335.747612385  59335.747847142  5450  5.2389e-14  3.9085e-16
lsc0m409-kb29-20210501-0075-e91.fits.fz  59335.973803172  59335.974037952  5450  4.4711e-14  6.5942e-16
coj0m403-kb24-20210502-0095-e91.fits.fz  59336.355841910  59336.356076147  5450  5.9406e-14  2.5130e-16
coj0m405-kb88-20210503-0094-e91.fits.fz  59337.372414317  59337.372649098  5450  5.2622e-14  3.7623e-16
cpt0m407-kb84-20210505-0070-e91.fits.fz  59339.711949167  59339.712183936  5450  4.7356e-14  3.4708e-16
cpt0m407-kb84-20210506-0082-e91.fits.fz  59340.756517454  59340.756752199  5450  5.3771e-14  3.6181e-16
